,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,CHILD,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,CONSIDERING_CHANGE_OF_PLAN,CHURNED
2885,211.59,71994.0,67.0,23.0,180396.0,2.0,124.0,258.0,1.0,2.8,4.0,1.0,0.0,1.0
2886,391.67,50745.0,210.0,5.0,271375.0,2.0,104.0,862.0,16.0,2.7,6.0,1.0,1.0,0.0
2887,191.73,30349.0,72.0,36.0,535100.0,2.0,173.0,143.0,3.0,2.4,2.0,1.0,1.0,0.0
2888,138.46,78068.5,0.0,68.0,436154.0,2.0,196.0,753.0,0.0,2.6,2.0,0.0,0.75,1.0
2889,135.37,67122.0,0.0,72.0,499455.0,2.0,167.0,528.0,5.0,3.7,1.0,0.0,1.0,1.0
2890,1260.0,50550.0,0.0,0.0,272203.0,1.0,146.0,824.0,0.0,3.2,2.0,1.0,0.25,0.0
2891,478.53,55383.0,63.0,0.0,506234.2778670814,0.0,219.0,379.0,4.0,2.6,14.0,1.0,0.25,1.0
2892,545.45,44848.0,54.0,0.0,865651.0,2.0,141.0,380.0,3.0,2.8,13.0,0.25,0.75,1.0
2893,911.26,36397.5,193.0,0.0,261007.0,4.0,146.0,173.0,18.0,7.9,9.0,0.0,1.0,1.0
2894,1530.0,34025.5,0.0,78.0,727089.0,1.0,282.0,332.0,1.0,5.1,2.0,1.0,0.25,1.0
2895,100.0,27636.5,0.0,11.0,785771.0,2.0,180.0,391.0,0.0,1.7,4.0,0.0,0.25,1.0
2896,1260.0,34412.5,0.0,0.0,983421.0,2.0,103.0,389.0,0.0,3.2,12.0,1.0,0.25,1.0
2897,516.85,36209.5,167.0,12.0,157947.0,1.0,172.0,247.0,15.0,2.6,4.0,1.0,0.75,0.0
2898,375.0,40589.5,196.0,0.0,550565.0,0.0,126.0,210.0,19.0,2.7,15.0,0.75,0.25,1.0
2899,240.0,17472.0,0.0,0.0,166377.0,1.0,64.0,177.0,1.0,1.8,13.0,0.75,0.25,1.0
2900,569.34,53200.5,174.0,0.0,337638.0,2.0,168.0,352.0,14.0,4.2,1.0,1.0,0.75,0.0
2901,338.35,81565.5,86.0,8.0,639501.0,3.0,131.0,431.0,5.0,3.0,4.0,0.75,0.75,0.0
2902,527.03,71297.5,48.0,0.0,878088.0,2.0,132.0,673.0,4.0,3.6,2.0,0.0,0.0,1.0
2903,660.0,19919.5,0.0,0.0,498578.0,4.0,147.0,203.0,1.0,1.2,15.0,0.75,0.25,0.0
2904,360.52,55229.0,53.0,8.0,763494.0,5.0,133.0,281.0,3.0,2.8,6.0,0.5,1.0,0.0
2905,125.48,30832.0,163.0,44.0,540253.0,1.0,176.0,148.0,19.0,1.1,2.0,1.0,0.75,0.0
2906,77.17,53626.5,211.0,0.0,751096.0,2.0,160.0,254.0,20.0,1.8,10.0,0.0,0.75,1.0
2907,2036.5,36350.5,37.0,0.0,158931.0,2.0,136.0,371.0,4.0,8.3,1.0,1.0,0.5,0.0
2908,90.19,63125.5,82.0,45.0,961291.0,3.0,144.0,178.0,4.0,0.9,1.0,0.0,1.0,1.0
2909,107.84,40576.0,206.0,47.0,150015.0,0.0,129.0,164.0,19.0,1.1,1.0,1.0,0.5,0.0
2910,809.82,16395.0,63.0,0.0,865109.0,3.0,166.0,167.0,5.0,3.4,12.0,0.75,0.25,1.0
2911,670.39,54087.5,79.0,0.0,263952.0,4.0,130.0,297.0,4.0,3.0,9.0,1.0,0.0,1.0
2912,528.3,74256.5,59.0,0.0,221746.0,2.0,92.0,801.0,1.0,1.8,14.0,0.0,0.75,1.0
2913,260.53,16847.5,0.0,66.0,242655.0,2.0,94.0,220.0,0.0,5.6,2.0,0.25,0.75,0.0
2914,468.75,73850.5,0.0,6.0,411231.0,3.0,173.0,464.0,1.0,2.5,1.0,0.5,1.0,1.0
2915,668.48,38097.0,84.0,0.0,538855.0,4.0,246.0,251.0,4.0,4.1,11.0,1.0,1.0,1.0
2916,810.0,76376.5,0.0,0.0,176654.0,2.0,104.0,559.0,0.0,2.7,14.0,1.0,1.0,0.0
2917,172.66,51119.5,178.0,56.0,735833.0,1.0,210.0,278.0,29.0,2.6,2.0,1.0,1.0,1.0
2918,611.11,43947.0,0.0,17.0,216850.0,2.0,218.0,283.0,4.0,4.5,5.0,1.0,1.0,1.0
2919,960.0,14405.5,0.0,0.0,152072.0,3.0,172.0,823.0,19.0,3.2,15.0,1.0,0.75,1.0
2920,70.31,14137.5,0.0,54.0,325794.0,2.0,152.0,155.0,0.0,2.5,1.0,1.0,0.75,1.0
2921,560.0,26817.0,0.0,5.0,171937.0,4.0,186.0,372.0,1.0,1.8,6.0,0.75,1.0,1.0
2922,360.0,16463.5,0.0,11.0,183994.0,1.0,230.0,137.0,1.0,1.2,4.0,1.0,0.75,1.0
2923,614.91,18077.5,61.0,0.0,640792.0,2.0,171.0,219.0,5.0,2.3,14.0,0.5,0.75,0.0
2924,296.82,53496.0,183.0,0.0,582586.0,3.0,206.0,322.0,28.0,3.8,15.0,0.0,0.25,1.0
2925,377.36,46989.5,59.0,0.0,695558.0,2.0,128.0,399.0,5.0,1.0,10.0,0.75,1.0,0.0
2926,218.18,42190.5,65.0,73.0,453696.0,0.0,191.0,265.0,3.0,2.2,2.0,1.0,0.75,1.0
2927,213.46,67428.5,0.0,42.0,984253.0,2.0,125.0,621.0,0.0,3.7,1.0,1.0,1.0,0.0
2928,272.73,83872.0,69.0,15.0,735873.0,4.0,161.0,651.0,3.0,2.9,4.0,0.75,0.75,1.0
2929,690.0,39518.5,0.0,0.0,458394.0,2.0,115.0,299.0,1.0,3.3,13.0,1.0,0.0,1.0
2930,262.5,17119.5,0.0,14.0,653665.0,2.0,163.0,221.0,0.0,3.1,14.0,1.0,0.25,1.0
2931,355.93,46857.0,73.0,24.0,382487.0,3.0,140.0,302.0,3.0,2.9,5.0,0.75,0.0,0.0
2932,716.67,74852.5,0.0,8.0,928895.0,3.0,133.0,680.0,0.0,4.3,2.0,0.75,0.75,1.0
2933,217.82,25467.0,43.0,16.0,828964.0,2.0,112.0,249.0,5.0,2.2,4.0,1.0,0.75,1.0
2934,181.82,63138.0,230.0,65.0,768937.0,1.0,146.0,712.0,15.0,2.0,2.0,0.5,0.75,1.0
2935,269.3,33735.5,222.0,87.0,357847.0,3.0,162.0,144.0,14.0,10.7,2.0,1.0,0.75,0.0
2936,205.88,49921.0,206.0,0.0,625127.0,1.0,152.0,340.0,12.0,2.1,9.0,1.0,0.75,1.0
2937,2250.0,41549.0,0.0,0.0,230242.0,4.0,165.0,370.0,1.0,8.5,13.0,0.0,0.75,1.0
2938,402.44,74156.0,64.0,15.0,507778.4444415851,0.0,179.0,685.0,5.0,3.2,5.0,0.25,0.25,1.0
2939,175.0,42338.5,210.0,5.0,543191.0,4.0,148.0,222.0,29.0,2.1,6.0,0.75,0.75,0.0
2940,492.86,25943.0,40.0,6.0,171083.0,0.0,153.0,207.0,3.0,3.3,4.0,0.0,1.0,1.0
2941,75.07,82012.5,199.0,82.0,165192.0,3.0,104.0,419.0,10.0,1.8,1.0,0.0,0.25,1.0
2942,179.82,55482.0,184.0,40.0,583873.0,2.0,124.0,280.0,24.0,4.1,2.0,1.0,1.0,0.0
2943,36.78,45874.5,54.0,58.0,883143.0,2.0,117.0,360.0,5.0,1.9,1.0,1.0,0.25,1.0
2944,555.0,71581.0,0.0,10.0,199863.0,2.0,143.0,546.0,0.0,2.7,6.0,0.75,0.75,1.0
2945,237.8,84005.0,64.0,0.0,560568.0,2.0,202.0,462.0,5.0,1.3,9.0,1.0,0.0,1.0
2946,197.8,33805.5,173.0,0.0,996170.0,2.0,118.0,173.0,11.0,1.8,5.0,1.0,0.75,1.0
2947,931.68,20653.0,61.0,0.0,506428.0,2.0,192.0,161.0,4.0,3.0,10.0,0.0,1.0,0.0
2948,264.98,59971.0,217.0,23.0,756378.0,0.0,118.0,355.0,25.0,3.8,4.0,0.0,0.75,1.0
2949,93.1,16166.0,0.0,19.0,208770.0,2.0,165.0,837.0,0.0,1.9,1.0,0.0,1.0,1.0
2950,504.85,54298.0,209.0,81.0,992196.0,1.0,104.0,302.0,16.0,4.2,2.0,0.0,0.75,1.0
2951,293.16,33813.0,207.0,0.0,321548.0,4.0,151.0,249.0,5.0,4.0,13.0,0.25,0.0,1.0
2952,150.0,20380.5,0.0,22.0,161727.0,3.0,154.0,237.0,0.0,1.6,4.0,1.0,0.0,0.0
2953,993.98,26362.5,66.0,0.0,444123.0,0.0,169.0,231.0,4.0,4.5,10.0,1.0,0.75,0.0
2954,800.0,17425.5,50.0,0.0,176427.0,2.0,175.0,137.0,4.0,4.0,10.0,0.0,0.0,1.0
2955,530.49,61545.5,64.0,0.0,376322.0,1.0,73.0,887.0,0.0,1.9,13.0,1.0,1.0,0.0
2956,371.13,33041.5,94.0,0.0,727480.0,3.0,127.0,236.0,4.0,2.4,12.0,0.75,0.25,1.0
2957,2490.0,24838.0,0.0,0.0,472768.0,4.0,107.0,130.0,0.0,7.3,1.0,1.0,0.25,1.0
2958,1680.0,33777.0,0.0,63.0,150922.0,1.0,242.0,370.0,0.0,3.6,1.0,1.0,1.0,0.0
2959,243.24,23642.5,0.0,27.0,257052.0,3.0,233.0,370.0,4.0,3.0,2.0,0.0,1.0,1.0
2960,450.0,37395.5,160.0,0.0,498162.0,1.0,107.0,205.0,22.0,2.9,8.0,0.75,0.0,0.0
2961,255.56,25310.5,0.0,17.0,789157.0,4.0,96.0,285.0,0.0,2.3,4.0,0.0,0.75,0.0
2962,94.41,42057.5,204.0,84.0,520026.80938467814,2.0,168.0,134.0,20.0,3.6,1.0,1.0,1.0,1.0
2963,645.7,85350.5,202.0,0.0,331995.0,3.0,136.0,898.0,3.0,6.5,14.0,0.0,1.0,1.0
2964,50.34,68880.5,44.0,75.0,190452.0,4.0,136.0,688.0,5.0,1.5,2.0,0.5,0.5,0.0
2965,1618.18,60924.0,65.0,0.0,168853.0,1.0,188.0,162.0,4.0,6.9,4.0,1.0,0.75,0.0
2966,163.64,11108.0,0.0,78.0,456188.0,5.0,158.0,240.0,3.0,3.8,1.0,0.5,0.75,1.0
2967,120.0,14453.0,0.0,55.0,781040.0,4.0,157.0,195.0,1.0,1.6,1.0,0.0,0.75,1.0
2968,1463.86,78758.0,66.0,6.0,650622.0,1.0,132.0,673.0,0.0,7.1,4.0,1.0,0.25,1.0
2969,597.86,29125.0,181.0,0.0,388353.0,3.0,214.0,338.0,22.0,3.6,1.0,1.0,1.0,0.0
2970,771.93,42574.0,71.0,44.0,451177.0,1.0,161.0,478.0,3.0,2.4,1.0,0.75,1.0,0.0
2971,40.29,65175.5,217.0,80.0,586711.0,3.0,163.0,319.0,15.0,2.5,1.0,0.75,1.0,1.0
2972,1200.0,56680.0,0.0,21.0,507465.0,0.0,99.0,487.0,0.0,4.0,6.0,0.75,0.75,1.0
2973,40.77,58237.0,53.0,73.0,624030.0,2.0,170.0,787.0,0.0,2.2,2.0,0.0,0.0,1.0
2974,112.23,47721.0,215.0,38.0,666405.0,2.0,81.0,398.0,21.0,1.6,1.0,0.0,1.0,1.0
2975,403.67,102652.0,227.0,67.0,514980.88094539574,1.0,91.0,889.0,23.0,4.4,1.0,1.0,1.0,0.0
2976,270.0,14078.5,0.0,0.0,987767.0,2.0,102.0,238.0,26.0,1.9,13.0,0.25,0.75,1.0
2977,91.58,15217.0,0.0,85.0,774149.0,2.0,91.0,350.0,0.0,1.9,2.0,0.5,0.75,1.0
2978,1320.0,14213.5,0.0,0.0,480422.0,2.0,123.0,190.0,1.0,2.4,8.0,0.75,0.75,0.0
2979,386.5,99298.0,226.0,0.0,515281.15423349995,0.0,153.0,708.0,24.0,2.2,8.0,0.75,0.75,0.0
2980,686.75,67824.0,66.0,56.0,246239.0,0.0,144.0,506.0,13.0,3.8,1.0,1.0,0.75,1.0
2981,900.0,77777.0,0.0,16.0,547855.0,1.0,153.0,843.0,0.0,3.0,6.0,1.0,0.0,1.0
2982,171.43,10188.5,0.0,53.0,670875.0,4.0,185.0,203.0,0.0,2.6,1.0,1.0,0.75,1.0
2983,244.66,48250.5,70.0,86.0,264367.0,5.0,195.0,353.0,3.0,6.4,4.0,0.0,0.5,0.0
2984,750.0,47118.5,0.0,49.0,258017.0,1.0,154.0,334.0,0.0,2.5,2.0,1.0,1.0,1.0
2985,981.82,24511.0,65.0,48.0,811352.0,1.0,217.0,162.0,3.0,5.4,1.0,0.75,0.25,1.0
2986,172.54,78863.0,179.0,26.0,705992.0,3.0,189.0,847.0,27.0,3.1,1.0,0.75,1.0,0.0
2987,520.0,27312.0,0.0,5.0,519550.0,4.0,128.0,288.0,0.0,2.6,5.0,0.75,0.75,1.0
2988,530.49,38591.5,64.0,0.0,602673.0,1.0,126.0,145.0,5.0,2.9,15.0,0.0,0.0,1.0
2989,477.71,27635.0,57.0,17.0,252728.0,1.0,140.0,134.0,3.0,1.5,6.0,0.25,1.0,1.0
2990,180.0,23712.0,0.0,0.0,928009.0,1.0,137.0,168.0,0.0,1.6,15.0,1.0,0.25,1.0
2991,654.76,28214.0,152.0,0.0,355897.0,0.0,141.0,193.0,17.0,3.5,12.0,0.0,0.75,0.0
2992,94.24,66672.5,55.0,80.0,691349.0,2.0,224.0,840.0,26.0,3.0,2.0,1.0,1.0,1.0
2993,750.0,71381.5,0.0,0.0,620364.0,3.0,170.0,731.0,1.0,2.5,11.0,1.0,0.75,1.0
2994,523.26,62686.5,72.0,18.0,878342.0,0.0,148.0,610.0,4.0,3.0,4.0,1.0,0.75,1.0
2995,316.62,37506.5,179.0,10.0,188279.0,2.0,188.0,178.0,12.0,2.0,4.0,1.0,0.75,0.0
2996,44.3,59266.0,164.0,21.0,776822.0,2.0,137.0,324.0,15.0,1.7,4.0,0.0,1.0,1.0
2997,1110.0,13367.0,0.0,0.0,178968.0,1.0,89.0,144.0,0.0,1.7,9.0,1.0,1.0,0.0
2998,108.62,70218.0,0.0,48.0,325523.0,3.0,157.0,885.0,23.0,2.1,1.0,1.0,0.75,1.0
2999,391.3,90750.0,199.0,0.0,438966.0,4.0,181.0,467.0,27.0,1.9,12.0,0.5,0.25,0.0
3000,720.0,37358.0,0.0,25.0,265324.0,1.0,110.0,310.0,0.0,1.4,2.0,0.75,1.0,0.0
3001,452.63,30633.5,185.0,17.0,289181.0,1.0,124.0,228.0,29.0,2.3,6.0,0.75,1.0,0.0
3002,70.04,54824.5,201.0,47.0,309060.0,2.0,282.0,281.0,15.0,1.8,2.0,1.0,0.75,1.0
3003,342.86,40961.0,180.0,0.0,992861.0,2.0,79.0,140.0,26.0,2.2,12.0,1.0,0.75,0.0
3004,105.93,81037.5,53.0,64.0,839451.0,2.0,192.0,472.0,4.0,2.8,1.0,0.75,0.5,1.0
3005,363.16,77079.0,0.0,9.0,779639.0,2.0,144.0,889.0,1.0,3.3,4.0,1.0,0.75,1.0
3006,300.0,56692.5,0.0,0.0,333599.0,3.0,119.0,819.0,1.0,1.0,6.0,1.0,0.75,0.0
3007,107.02,50044.5,209.0,56.0,932515.0,3.0,192.0,358.0,1.0,2.1,1.0,0.0,0.75,1.0
3008,767.44,49956.5,72.0,0.0,516077.0,1.0,203.0,176.0,4.0,3.4,10.0,0.0,1.0,1.0
3009,177.91,82852.5,219.0,17.0,548724.0,2.0,135.0,665.0,23.0,2.9,4.0,0.0,0.0,0.0
3010,1140.0,31986.5,0.0,0.0,280802.0,3.0,123.0,361.0,10.0,2.8,11.0,0.75,0.75,0.0
3011,79.58,62196.0,197.0,8.0,736073.0,2.0,103.0,396.0,1.0,1.0,4.0,0.75,0.25,1.0
3012,186.34,67439.0,222.0,0.0,730632.0,3.0,139.0,532.0,29.0,2.0,4.0,1.0,0.75,1.0
3013,644.63,41342.0,52.0,9.0,856534.0,4.0,166.0,374.0,4.0,4.2,6.0,1.0,0.75,1.0
3014,480.0,10985.0,0.0,10.0,268578.0,1.0,197.0,202.0,1.0,1.6,4.0,0.25,0.75,1.0
3015,104.08,60721.0,0.0,88.0,211378.0,3.0,158.0,662.0,1.0,2.4,1.0,1.0,1.0,0.0
3016,41.76,36260.5,201.0,13.0,866916.0,3.0,161.0,247.0,23.0,1.6,6.0,1.0,1.0,1.0
3017,360.0,12998.0,0.0,6.0,207895.0,0.0,108.0,150.0,1.0,1.2,6.0,0.75,0.0,1.0
3018,786.59,72967.0,64.0,0.0,281091.0,5.0,145.0,676.0,3.0,4.3,1.0,0.5,0.75,1.0
3019,1590.0,79476.0,0.0,0.0,567997.0,1.0,79.0,640.0,1.0,4.3,10.0,1.0,1.0,0.0
3020,570.0,70554.5,0.0,0.0,399433.0,4.0,127.0,839.0,1.0,1.9,12.0,1.0,0.75,1.0
3021,119.36,24231.0,57.0,22.0,744533.0,2.0,72.0,152.0,3.0,2.5,4.0,0.0,0.0,1.0
3022,482.32,26732.0,41.0,17.0,605063.0,3.0,171.0,227.0,1.0,5.0,5.0,0.75,0.25,0.0
3023,120.19,32870.5,204.0,32.0,357167.0,2.0,180.0,211.0,19.0,1.5,2.0,1.0,0.75,1.0
3024,207.61,35976.5,189.0,0.0,681746.0,2.0,136.0,170.0,4.0,1.0,11.0,0.75,0.75,1.0
3025,739.44,24831.5,42.0,0.0,874053.0,3.0,114.0,149.0,5.0,2.5,13.0,0.0,0.5,1.0
3026,537.57,37829.5,73.0,0.0,505632.5221676992,1.0,274.0,259.0,22.0,2.1,8.0,0.75,0.0,1.0
3027,510.0,24363.5,0.0,0.0,944482.0,2.0,79.0,222.0,22.0,2.7,4.0,0.75,1.0,1.0
3028,283.78,94075.0,196.0,0.0,740951.0,1.0,191.0,495.0,23.0,1.8,4.0,1.0,0.75,0.0
3029,79.41,51367.0,0.0,24.0,263279.0,3.0,99.0,809.0,1.0,0.9,4.0,0.5,1.0,1.0
3030,517.61,31249.5,184.0,0.0,333060.0,3.0,144.0,248.0,23.0,2.9,2.0,1.0,0.25,0.0
3031,660.0,26630.0,0.0,0.0,681359.0,3.0,99.0,251.0,0.0,1.2,11.0,1.0,0.0,1.0
3032,196.08,26690.5,53.0,85.0,502302.0,1.0,98.0,744.0,4.0,2.0,1.0,0.0,0.25,1.0
3033,228.45,34814.5,46.0,55.0,647062.0,5.0,122.0,328.0,4.0,6.3,1.0,1.0,1.0,1.0
3034,473.12,47788.5,179.0,0.0,174213.0,1.0,143.0,367.0,25.0,3.4,6.0,0.5,1.0,0.0
3035,509.92,46021.0,253.0,0.0,919467.0,1.0,140.0,171.0,11.0,6.0,10.0,0.75,1.0,1.0
3036,653.06,43714.0,194.0,19.0,161403.0,0.0,224.0,224.0,29.0,5.4,5.0,1.0,0.25,1.0
3037,134.97,28259.0,59.0,33.0,347769.0,3.0,113.0,442.0,5.0,3.2,2.0,1.0,1.0,1.0
3038,266.27,26875.5,27.0,38.0,902479.0,2.0,167.0,207.0,0.0,4.5,2.0,0.75,1.0,1.0
3039,892.41,25072.0,58.0,14.0,399767.0,1.0,150.0,195.0,3.0,5.7,5.0,1.0,0.75,1.0
3040,206.25,60958.0,60.0,48.0,729671.0,1.0,102.0,675.0,5.0,1.1,2.0,0.0,0.75,0.0
3041,149.12,38599.0,242.0,0.0,691497.0,4.0,258.0,640.0,1.0,1.7,15.0,1.0,1.0,1.0
3042,173.68,49090.0,0.0,28.0,224305.0,2.0,143.0,310.0,1.0,2.2,1.0,1.0,0.75,0.0
3043,69.6,65340.0,179.0,54.0,370388.0,3.0,232.0,391.0,11.0,1.9,1.0,1.0,0.75,0.0
3044,486.49,27538.5,39.0,12.0,505031.6913103945,3.0,121.0,188.0,4.0,4.2,4.0,1.0,1.0,0.0
3045,62.99,83260.5,182.0,48.0,458654.0,2.0,118.0,731.0,14.0,1.6,2.0,0.75,1.0,0.0
3046,415.84,85662.5,93.0,11.0,281463.0,2.0,183.0,445.0,3.0,4.2,4.0,1.0,0.75,0.0
3047,153.92,96266.0,163.0,77.0,316025.0,3.0,225.0,835.0,17.0,5.3,1.0,0.5,0.0,0.0
3048,1290.0,55438.0,0.0,38.0,173594.0,1.0,190.0,606.0,0.0,5.3,1.0,0.5,0.0,1.0
3049,2340.0,18616.0,0.0,26.0,376092.0,1.0,182.0,231.0,4.0,8.8,2.0,1.0,1.0,1.0
3050,98.02,31782.0,217.0,54.0,358914.0,3.0,275.0,134.0,10.0,2.8,1.0,0.75,1.0,1.0
3051,197.6,32824.5,67.0,0.0,353796.0,1.0,204.0,374.0,4.0,2.1,8.0,1.0,0.75,1.0
3052,17.05,43093.0,240.0,54.0,651250.0,3.0,157.0,133.0,26.0,1.5,2.0,1.0,1.0,1.0
3053,630.0,12034.5,0.0,19.0,612652.0,1.0,147.0,147.0,0.0,2.1,6.0,0.75,1.0,1.0
3054,801.37,23035.0,46.0,0.0,745996.0,3.0,152.0,165.0,4.0,2.9,10.0,1.0,0.5,1.0
3055,9.71,39175.0,49.0,16.0,215959.0,4.0,137.0,280.0,4.0,1.1,5.0,0.0,1.0,1.0
3056,261.29,69036.0,0.0,21.0,643323.0,4.0,145.0,627.0,0.0,1.7,5.0,1.0,0.75,1.0
3057,854.75,45388.0,79.0,0.0,442932.0,0.0,121.0,273.0,3.0,5.1,13.0,0.75,0.75,1.0
3058,91.67,20879.0,0.0,62.0,920898.0,3.0,104.0,201.0,0.0,2.2,2.0,0.75,1.0,1.0
3059,1200.0,26526.0,0.0,28.0,881290.0,1.0,138.0,259.0,1.0,5.0,1.0,0.75,0.25,1.0
3060,55.24,24825.0,86.0,52.0,587726.0,2.0,169.0,535.0,1.0,2.3,2.0,1.0,0.25,1.0
3061,1050.0,39374.5,0.0,41.0,981776.0,1.0,74.0,386.0,1.0,4.5,1.0,0.5,1.0,1.0
3062,32.75,32797.0,168.0,19.0,846045.0,3.0,130.0,158.0,10.0,1.5,6.0,0.75,0.75,1.0
3063,1500.0,48892.5,0.0,62.0,789060.0,0.0,146.0,160.0,0.0,5.0,2.0,0.25,0.75,1.0
3064,120.92,81554.0,52.0,89.0,169327.0,3.0,293.0,424.0,3.0,2.2,2.0,1.0,0.75,0.0
3065,242.96,58982.5,184.0,0.0,244750.0,2.0,120.0,329.0,24.0,3.3,2.0,0.0,0.75,1.0
3066,194.59,10901.0,0.0,64.0,324174.0,2.0,139.0,140.0,1.0,2.8,2.0,0.0,0.75,0.0
3067,200.0,62260.0,0.0,62.0,338596.0,3.0,128.0,723.0,1.0,2.8,1.0,0.75,0.75,0.0
3068,40.87,69530.5,37.0,23.0,685476.0,2.0,186.0,718.0,5.0,1.5,6.0,1.0,1.0,1.0
3069,666.67,49928.5,62.0,85.0,650502.0,1.0,126.0,398.0,4.0,2.6,2.0,1.0,1.0,0.0
3070,351.72,46070.5,0.0,19.0,248840.0,3.0,175.0,279.0,1.0,3.4,4.0,1.0,0.75,1.0
3071,900.0,25285.5,0.0,9.0,698711.0,0.0,136.0,378.0,1.0,3.0,4.0,1.0,0.25,1.0
3072,345.94,85554.5,219.0,21.0,418943.0,3.0,135.0,464.0,26.0,6.1,5.0,0.75,0.75,0.0
3073,1380.0,14220.5,0.0,80.0,259522.0,0.0,201.0,159.0,0.0,4.6,1.0,0.25,1.0,1.0
3074,384.15,33186.5,64.0,0.0,405716.0,0.0,97.0,261.0,5.0,2.1,9.0,1.0,0.25,1.0
3075,226.71,45913.0,199.0,27.0,806981.0,2.0,68.0,377.0,13.0,2.3,2.0,1.0,1.0,0.0
3076,1110.0,33288.5,0.0,0.0,175026.0,4.0,166.0,336.0,1.0,2.7,15.0,0.0,0.25,1.0
3077,87.48,18664.0,53.0,67.0,463214.0,2.0,178.0,244.0,3.0,2.4,1.0,1.0,1.0,0.0
3078,53.72,80311.0,136.0,49.0,942353.0,3.0,114.0,618.0,27.0,1.3,1.0,0.75,0.75,1.0
3079,870.0,36086.0,0.0,7.0,965814.0,1.0,175.0,267.0,1.0,2.9,6.0,0.25,1.0,0.0
3080,450.0,53921.5,0.0,0.0,472106.0,4.0,129.0,476.0,0.0,1.5,14.0,1.0,0.75,0.0
3081,385.39,78359.0,67.0,23.0,474786.0,2.0,114.0,770.0,3.0,5.1,5.0,1.0,0.0,0.0
3082,453.17,69851.5,231.0,17.0,514217.6410408058,0.0,206.0,273.0,28.0,5.0,4.0,0.75,0.75,0.0
3083,343.95,46886.5,57.0,0.0,912410.0,2.0,175.0,306.0,5.0,2.8,14.0,0.75,0.25,1.0
3084,671.19,62571.0,195.0,0.0,348254.0,3.0,134.0,258.0,27.0,7.6,15.0,1.0,0.75,1.0
3085,405.63,54749.5,185.0,7.0,967929.0,2.0,142.0,285.0,10.0,4.8,5.0,1.0,0.25,0.0
3086,231.43,47336.0,0.0,25.0,508316.4295503629,3.0,194.0,205.0,1.0,1.7,2.0,1.0,0.75,0.0
3087,334.62,68148.0,0.0,16.0,289352.0,3.0,135.0,675.0,0.0,1.9,5.0,0.0,0.75,1.0
3088,570.55,99873.5,226.0,0.0,294186.0,0.0,240.0,759.0,10.0,4.2,9.0,0.75,0.75,0.0
3089,162.63,76849.0,213.0,72.0,328663.0,4.0,141.0,809.0,16.0,3.6,1.0,1.0,1.0,0.0
3090,540.0,21485.0,0.0,11.0,610181.0,1.0,157.0,212.0,1.0,2.8,6.0,0.0,0.25,1.0
3091,175.95,60815.5,241.0,42.0,184995.0,1.0,214.0,277.0,19.0,3.0,2.0,1.0,0.75,1.0
3092,801.24,27694.5,61.0,0.0,193887.0,1.0,155.0,202.0,3.0,3.3,15.0,0.0,0.75,1.0
3093,360.36,57477.5,233.0,84.0,151303.0,1.0,167.0,278.0,16.0,2.0,1.0,0.25,1.0,0.0
3094,44.0,99530.0,239.0,82.0,172726.0,3.0,113.0,602.0,25.0,1.7,2.0,0.0,1.0,0.0
3095,189.66,45877.5,248.0,0.0,690747.0,1.0,163.0,225.0,0.0,3.2,9.0,1.0,1.0,1.0
3096,637.5,29941.0,60.0,61.0,971239.0,1.0,127.0,170.0,4.0,3.4,6.0,0.75,1.0,0.0
3097,59.55,30266.0,128.0,83.0,288425.0,3.0,134.0,234.0,23.0,2.1,1.0,1.0,1.0,0.0
3098,300.0,57774.5,180.0,0.0,289405.0,4.0,115.0,334.0,29.0,3.8,5.0,0.75,0.75,1.0
3099,1170.0,62260.0,0.0,62.0,338596.0,1.0,155.0,723.0,1.0,1.9,1.0,0.75,0.75,0.0
3100,420.0,71054.0,0.0,59.0,504803.82809256465,1.0,257.0,236.0,29.0,2.4,1.0,0.75,0.75,1.0
3101,564.71,81499.5,70.0,0.0,160957.0,3.0,165.0,679.0,17.0,2.2,12.0,1.0,0.25,1.0
3102,477.78,47103.5,0.0,17.0,285178.0,3.0,114.0,141.0,1.0,3.3,6.0,1.0,1.0,1.0
3103,780.0,24327.5,0.0,49.0,467672.0,1.0,132.0,140.0,21.0,1.6,2.0,1.0,0.75,1.0
3104,287.54,56795.0,213.0,0.0,373506.0,1.0,133.0,305.0,18.0,2.0,9.0,1.0,1.0,1.0
3105,810.0,55645.0,0.0,6.0,617930.0,1.0,71.0,829.0,1.0,2.7,1.0,0.75,1.0,1.0
3106,592.36,42686.0,57.0,41.0,832454.0,1.0,179.0,258.0,3.0,2.1,1.0,1.0,0.25,1.0
3107,439.85,38105.0,166.0,0.0,771343.0,1.0,74.0,158.0,20.0,3.9,15.0,0.0,1.0,1.0
3108,110.92,39362.5,208.0,26.0,939357.0,2.0,174.0,248.0,16.0,1.1,1.0,0.75,1.0,0.0
3109,362.54,95080.0,231.0,14.0,515969.098725186,1.0,152.0,813.0,24.0,3.0,4.0,1.0,0.75,0.0
3110,1302.33,55599.5,29.0,58.0,376428.0,1.0,123.0,429.0,5.0,6.6,2.0,0.75,0.25,1.0
